Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
707,53.8716,8.94928e+006,4.59155,9,2,False,
708,51.565,9.3496e+006,4.4032,7,2,False,
709,190.777,2.5271e+006,4.43046,8,2,False,
713,78.2058,6.16466e+006,4.21918,8,11,True,
714,106.431,4.52981e+006,3.80177,8,4,False,
717,50.1488,9.61364e+006,3.57831,20,2,False,
722,64.335,7.49378e+006,4.04925,8,12,True,
786,63.9059,7.54409e+006,2.90116,9,3,False,
789,13.2282,3.64459e+007,3.09243,9,3,False,
866,76.8754,6.27135e+006,3.37393,9,2,False,
900,279.395,1.72556e+006,3.58941,9,2,False,
907,62.7983,7.67715e+006,3.84142,9,3,False,
919,23.3353,2.06602e+007,3.52468,9,3,False,
920,50.4388,9.55836e+006,3.46949,9,3,False,
921,84.5007,5.70542e+006,3.87644,9,2,False,
925,22.9029,2.10503e+007,3.64243,9,3,False,
930,39.6074,1.21723e+007,4.24845,9,3,False,
931,108.032,4.46267e+006,4.7437,9,13,True,
934,30.0867,1.60241e+007,4.63334,9,3,False,
937,182.68,2.63911e+006,3.51301,10,9,True,
940,141.336,3.4111e+006,2.84167,12,2,False,
944,14.7666,3.26489e+007,2.73074,10,2,False,
945,13.7269,3.51217e+007,3.47501,10,2,False,
946,12.9741,3.71596e+007,3.41798,10,2,False,
948,142.075,3.39336e+006,4.57067,10,2,False,
950,34.3174,1.40486e+007,4.55617,10,2,False,
1097,35.79,1.34706e+007,3.76637,11,2,False,
1104,122.108,3.94823e+006,2.83218,11,2,False,
1122,36.3474,1.3264e+007,3.3148,11,2,False,
1147,40.6042,1.18734e+007,3.37067,11,2,False,
1164,127.856,3.77074e+006,3.76791,11,2,False,
1170,41.5934,1.15911e+007,4.71211,7,2,False,
1176,128.286,3.75809e+006,4.0648,12,2,False,
1179,507.392,950176,2.59724,13,3,False,
1187,124.731,3.8652e+006,2.88622,13,2,False,
1189,35.4761,1.35898e+007,3.7323,13,6,True,
1190,19.0842,2.52624e+007,4.2587,13,6,True,
1191,206.021,2.34011e+006,4.12577,13,4,False,
1192,86.4854,5.57449e+006,2.96291,14,2,False,
1198,31.0198,1.55421e+007,4.55917,14,2,False,
1199,133.19,3.61972e+006,3.8069,14,3,False,
1200,5148.38,93643.6,2.88409,10,2,False,
1202,20.0019,2.41033e+007,3.2566,15,3,False,
1204,97.4205,4.94878e+006,4.32277,15,8,True,
1205,205.099,2.35064e+006,3.86059,15,3,False,
1206,173.942,2.77168e+006,3.62912,16,2,False,
1211,27.0606,1.7816e+007,3.74948,17,2,False,
1215,62.647,7.69569e+006,2.94102,16,2,False,
1218,57.0904,8.44471e+006,3.69064,15,2,False,
1221,88.9269,5.42145e+006,3.74116,15,3,False,
1222,46.9891,1.02601e+007,3.95797,15,3,False,
1223,31.6071,1.52533e+007,3.57724,15,2,False,
1224,332.774,1.44877e+006,2.89627,16,2,False,
1226,41.2226,1.16954e+007,3.47304,15,3,False,
1227,127.714,3.77494e+006,4.50167,15,8,True,
1229,18.4044,2.61955e+007,3.55978,15,2,False,
1230,31.3453,1.53807e+007,3.29522,15,3,False,
1231,16.7632,2.87602e+007,3.9559,15,2,False,
1232,44.504,1.0833e+007,4.06343,15,3,False,
1235,67.6912,7.12223e+006,4.10951,15,3,False,
1236,111.505,4.32368e+006,4.11812,15,2,False,
1240,143.744,3.35398e+006,3.13972,16,2,False,
1243,174.749,2.75888e+006,2.83162,16,2,False,
1245,289.402,1.66589e+006,2.70751,16,2,False,
1248,176.515,2.73128e+006,2.38228,16,2,False,
1249,14254.3,33822.3,3.01609,16,2,False,
1252,246.299,1.95743e+006,2.79911,16,2,False,
1253,362.401,1.33033e+006,3.01376,16,2,False,
1258,236.379,2.03957e+006,2.97173,16,2,False,
1261,62.1077,7.76252e+006,2.84167,16,2,False,
1262,50.2366,9.59684e+006,2.73508,16,2,False,
1263,111.167,4.33683e+006,2.89679,16,2,False,
1265,237.511,2.02985e+006,2.94001,16,2,False,
1266,292.447,1.64855e+006,3.09027,16,2,False,
1267,350.554,1.37529e+006,3.0868,16,2,False,
1269,205.718,2.34355e+006,3.32684,16,2,False,
1270,215.647,2.23565e+006,2.47383,16,2,False,
1274,195.439,2.46682e+006,3.51121,16,2,False,
1275,20.0033,2.41017e+007,2.61575,16,2,False,
1277,141.014,3.4189e+006,3.27598,16,2,False,
1278,283.045,1.70331e+006,2.53379,16,2,False,
1279,227.089,2.12301e+006,3.15038,16,2,False,
1280,167.431,2.87948e+006,3.46434,16,2,False,
1281,99.7374,4.83381e+006,2.90985,16,2,False,
1284,784.005,614935,2.97368,16,2,False,
1285,277.964,1.73444e+006,3.17616,16,2,False,
1286,163.219,2.95378e+006,3.13931,16,2,False,
1288,139.402,3.45842e+006,2.94152,16,2,False,
1289,330.988,1.45659e+006,2.78745,16,2,False,
1291,52.2216,9.23206e+006,2.7498,16,2,False,
1293,3613.31,133427,3.08069,16,2,False,
1303,50.2264,9.59878e+006,2.89363,16,2,False,
1305,109.412,4.40639e+006,2.74797,16,2,False,
1307,14.2035,3.39431e+007,2.6213,16,2,False,
1312,169.642,2.84194e+006,3.01703,16,2,False,
1314,203.744,2.36626e+006,2.76611,16,2,False,
1316,736.695,654426,3.12141,16,2,False,
1317,770.42,625779,2.92683,16,2,False,
1319,222.307,2.16868e+006,3.39044,16,2,False,
1320,89.1035,5.4107e+006,3.25819,16,2,False,
1321,72.399,6.6591e+006,3.11085,16,2,False,
1323,164.78,2.92579e+006,3.12392,16,2,False,
1324,555.395,868053,3.18566,16,2,False,
1325,127.057,3.79447e+006,2.73631,16,2,False,
1327,198.471,2.42913e+006,3.5852,16,2,False,
1330,561.225,859036,2.88463,16,2,False,
1332,71.2772,6.7639e+006,3.56573,16,2,False,
1335,258.923,1.86199e+006,3.24788,16,2,False,
1336,43.4792,1.10884e+007,3.14875,16,2,False,
1337,373.188,1.29187e+006,3.38497,16,2,False,
1338,198.292,2.43132e+006,3.18566,16,2,False,
1346,130.783,3.68634e+006,2.9963,16,2,False,
1347,150.796,3.19712e+006,3.16094,16,2,False,
1348,6757.53,71344.4,3.42606,16,2,False,
1349,531.625,906865,3.3217,16,2,False,
1351,152.641,3.15847e+006,3.4469,16,2,False,
1352,315.991,1.52571e+006,2.59179,16,2,False,
1353,63.4291,7.60081e+006,2.87123,16,2,False,
1355,374.449,1.28753e+006,3.4073,16,2,False,
1358,45.165,1.06745e+007,2.87768,16,2,False,
1359,223.141,2.16057e+006,3.73344,16,2,False,
1360,231.635,2.08134e+006,3.6885,16,2,False,
1364,248.991,1.93626e+006,3.27093,16,2,False,
1366,99.0262,4.86853e+006,3.42171,16,2,False,
1367,201.391,2.39391e+006,3.46315,16,2,False,
1369,200.759,2.40144e+006,3.72383,16,2,False,
1370,167.161,2.88412e+006,3.10447,16,2,False,
1374,147.147,3.2764e+006,3.28065,16,2,False,
1375,407.308,1.18366e+006,3.80209,16,2,False,
1376,203.327,2.37112e+006,3.56842,16,2,False,
1377,254.94,1.89108e+006,2.93141,16,2,False,
1379,1648.17,292513,3.12602,16,2,False,
1380,150.113,3.21167e+006,3.33671,16,2,False,
1381,190.924,2.52515e+006,3.85327,16,2,False,
1383,170.219,2.8323e+006,3.24082,16,2,False,
1384,159.166,3.02899e+006,3.34076,16,2,False,
1385,95.7412,5.03558e+006,3.14424,16,2,False,
1388,70.7144,6.81773e+006,3.2094,16,2,False,
1389,528.903,911532,3.00625,16,2,False,
1393,152.902,3.15309e+006,3.23933,16,2,False,
1396,145.417,3.31538e+006,3.51575,16,2,False,
1397,326.747,1.47549e+006,3.71552,16,2,False,
1398,214.805,2.24442e+006,3.33671,16,2,False,
1399,1043.72,461915,3.44051,16,2,False,
1400,223.907,2.15318e+006,3.36113,16,2,False,
1402,231.035,2.08675e+006,3.24529,16,2,False,
1406,25.2945,1.90599e+007,3.09416,16,2,False,
1407,502.43,959560,3.6004,16,2,False,
1408,8159.17,59088.4,3.42575,16,2,False,
1409,207.753,2.3206e+006,3.54395,16,2,False,
1413,74.6278,6.46022e+006,3.73094,16,2,False,
1415,282.536,1.70637e+006,3.84333,16,2,False,
1416,154.942,3.11156e+006,3.21094,16,2,False,
1417,159.09,3.03043e+006,3.68156,16,2,False,
1419,55.941,8.61823e+006,3.67482,16,2,False,
1420,240.039,2.00847e+006,3.92065,16,2,False,
1421,9.56012,5.04295e+007,3.12852,16,2,False,
1422,423.146,1.13935e+006,3.40856,16,2,False,
1423,116.061,4.15397e+006,3.22845,16,2,False,
1425,34.467,1.39876e+007,3.32238,16,2,False,
1427,17.9994,2.67849e+007,3.3186,16,2,False,
1428,206.98,2.32927e+006,3.8565,16,2,False,
1430,198.497,2.42882e+006,3.42884,16,2,False,
1432,17.1394,2.81289e+007,3.28458,16,2,False,
1433,107.801,4.47226e+006,3.55951,16,2,False,
1435,482.907,998354,3.66707,16,2,False,
1438,199.102,2.42143e+006,3.83018,16,2,False,
1439,238.829,2.01865e+006,4.10596,16,2,False,
1440,19.6318,2.45577e+007,3.72498,16,2,False,
1442,168.988,2.85293e+006,3.99646,16,2,False,
1444,917.12,525680,3.74904,16,2,False,
1446,302.055,1.59611e+006,3.74319,16,2,False,
1447,165.817,2.90749e+006,3.80654,16,2,False,
1449,95.3077,5.05848e+006,3.94785,16,2,False,
1451,120.003,4.01752e+006,4.09935,16,2,False,
1452,19.4987,2.47253e+007,3.83616,16,2,False,
1454,40.1005,1.20226e+007,3.83944,16,2,False,
1456,1635.71,294743,4.15301,16,2,False,
1457,309.847,1.55597e+006,3.75485,16,8,False,
1524,56.4954,8.53365e+006,3.18171,17,2,False,
1528,17.291,2.78823e+007,3.12351,17,2,False,
1543,111.843,4.31063e+006,3.86212,17,6,True,
1544,623.986,772633,3.72934,21,2,False,
1545,99.3301,4.85364e+006,3.5642,17,6,True,
1546,116.586,4.13526e+006,3.87443,17,7,True,
1548,74.7353,6.45093e+006,3.41297,18,5,True,
1551,391.681,1.23088e+006,3.24603,18,5,False,
1552,245.341,1.96507e+006,2.84389,18,2,False,
1555,131.982,3.65285e+006,4.26487,18,16,True,
1556,66.3314,7.26823e+006,4.34915,18,7,True,
1558,24.9556,1.93188e+007,3.35039,19,3,False,
1559,40.6161,1.187e+007,3.11832,19,3,False,
1562,461.622,1.04439e+006,2.83218,19,2,False,
1563,93.0911,5.17893e+006,4.12682,19,6,True,
1564,315.22,1.52945e+006,3.7139,15,2,False,
1565,616.799,781636,3.75463,21,2,False,
1566,43.5076,1.10811e+007,3.2149,20,3,False,
1567,477.005,1.01071e+006,2.86039,21,2,False,
1568,176.119,2.73742e+006,3.40509,21,2,False,
1569,206.582,2.33376e+006,2.71699,21,2,False,
1570,286.317,1.68384e+006,3.18329,21,2,False,
1571,190.842,2.52624e+006,2.63574,21,2,False,
1575,271.899,1.77313e+006,3.04098,21,2,False,
1576,232.131,2.0769e+006,3.24862,21,2,False,
1577,261.95,1.84047e+006,2.80201,21,2,False,
1579,158.889,3.03426e+006,3.01189,21,2,False,
1580,478.424,1.00771e+006,2.54207,21,2,False,
1585,251.583,1.91632e+006,3.17695,21,2,False,
1588,201.564,2.39185e+006,2.95896,21,2,False,
1589,239.266,2.01497e+006,2.97902,21,2,False,
1592,326.601,1.47615e+006,3.08069,21,2,False,
1594,281.196,1.7145e+006,3.32787,21,2,False,
1595,310.434,1.55303e+006,3.20824,21,2,False,
1596,149.121,3.23302e+006,2.68502,21,2,False,
1599,209.856,2.29735e+006,3.06304,21,2,False,
1600,217.186,2.21982e+006,2.9634,21,2,False,
1601,289.008,1.66816e+006,3.6678,21,2,False,
1603,304.296,1.58435e+006,2.87661,21,2,False,
1604,157.765,3.05588e+006,3.15932,21,2,False,
1605,100.267,4.80827e+006,2.84611,21,2,False,
1606,152.497,3.16146e+006,2.81693,21,2,False,
1607,258.291,1.86654e+006,2.8243,21,2,False,
1609,195.22,2.46958e+006,3.25525,21,2,False,
1610,228.087,2.11372e+006,2.57452,21,2,False,
1612,274.638,1.75545e+006,3.25157,21,2,False,
1614,238.254,2.02352e+006,3.38368,21,2,False,
1615,229.559,2.10016e+006,3.07102,21,2,False,
1616,488.234,987462,2.38228,21,2,False,
1617,240.256,2.00666e+006,2.8642,21,2,False,
1618,698.895,689821,3.20013,21,2,False,
1619,134.224,3.59184e+006,2.98722,21,2,False,
1621,130.087,3.70609e+006,2.96044,21,2,False,
1623,259.265,1.85953e+006,2.80605,21,2,False,
1625,277.114,1.73976e+006,2.84556,21,2,False,
1627,679.346,709671,3.16818,21,2,False,
1628,259.09,1.86079e+006,2.80143,21,2,False,
1630,52.5212,9.17939e+006,2.70624,21,2,False,
1632,392.492,1.22834e+006,3.26002,21,2,False,
1633,3333.6,144622,3.13765,21,2,False,
1634,62.4384,7.72141e+006,2.65935,21,2,False,
1636,237.802,2.02737e+006,3.06881,21,2,False,
1637,889.626,541927,3.22429,21,2,False,
1639,304.749,1.582e+006,2.67785,21,2,False,
1644,1415.82,340517,2.94001,21,2,False,
1646,129.596,3.72011e+006,3.13185,21,2,False,
1650,248.422,1.9407e+006,3.11043,21,2,False,
1651,143.561,3.35824e+006,2.6785,21,2,False,
1658,2608.38,184832,3.20632,21,2,False,
1659,163.068,2.95651e+006,3.20323,21,2,False,
1661,305.625,1.57746e+006,2.82994,21,2,False,
1662,156.066,3.08915e+006,3.01048,21,2,False,
1667,246.692,1.95431e+006,3.11804,21,2,False,
1668,67.1456,7.1801e+006,2.88516,21,2,False,
1669,370.016,1.30295e+006,3.00341,21,2,False,
1670,248.701,1.93852e+006,3.07279,21,2,False,
1671,339.961,1.41814e+006,3.28315,21,2,False,
1672,273.43,1.7632e+006,2.85217,21,2,False,
1673,13.9786,3.44892e+007,2.66798,21,2,False,
1677,289.928,1.66287e+006,3.34447,21,2,False,
1681,215.237,2.23991e+006,3.36837,21,2,False,
1682,211.838,2.27586e+006,3.1892,21,2,False,
1683,242.843,1.98529e+006,2.99009,21,2,False,
1684,439.127,1.09789e+006,3.27382,21,2,False,
1685,866.54,556365,3.00058,21,2,False,
1686,226.12,2.13211e+006,3.28565,21,2,False,
1688,559.917,861042,3.43776,21,2,False,
1690,189.353,2.5461e+006,3.77077,21,2,False,
1693,42.9338,1.12292e+007,3.01189,21,2,False,
1694,464.086,1.03884e+006,3.38141,21,2,False,
1695,104.935,4.59439e+006,3.46076,21,2,False,
1696,304.453,1.58354e+006,3.28172,21,2,False,
1698,140.404,3.43374e+006,3.18802,21,2,False,
1700,169.108,2.85091e+006,3.11973,21,2,False,
1701,87.3132,5.52164e+006,3.40002,21,2,False,
1702,11041.2,43665,3.06304,21,2,False,
1703,228.01,2.11444e+006,3.17138,21,2,False,
1706,369.064,1.30631e+006,3.05723,21,2,False,
1707,164.597,2.92905e+006,3.43776,21,2,False,
1708,103.78,4.64551e+006,3.07806,21,2,False,
1710,65.1714,7.3976e+006,3.43531,21,2,False,
1712,305.665,1.57726e+006,3.44569,21,2,False,
1713,199.86,2.41225e+006,3.52477,21,2,False,
1714,230.292,2.09348e+006,3.52112,21,2,False,
1715,219,2.20143e+006,3.38593,21,2,False,
1716,296.339,1.62689e+006,3.24973,21,2,False,
1717,283.979,1.69771e+006,3.46732,21,2,False,
1718,269.614,1.78816e+006,3.54036,21,2,False,
1719,1446.5,333296,3.4756,21,2,False,
1720,192.922,2.499e+006,3.38076,21,2,False,
1721,248.43,1.94063e+006,3.31963,21,2,False,
1722,395.477,1.21906e+006,3.17695,21,2,False,
1723,260.321,1.85199e+006,3.62507,21,2,False,
1724,191.19,2.52164e+006,3.2067,21,2,False,
1725,364.177,1.32384e+006,3.80039,21,2,False,
1726,78.3524,6.15313e+006,3.17934,21,2,False,
1727,315.478,1.52819e+006,3.33806,21,2,False,
1729,3152.84,152914,3.09675,21,2,False,
1730,251.608,1.91613e+006,3.28029,21,2,False,
1731,1080.4,446234,3.11888,21,2,False,
1732,216.804,2.22373e+006,3.81644,21,2,False,
1733,46.648,1.03351e+007,3.5807,21,5,True,
1734,600.12,803359,3.53343,21,2,False,
1736,267.899,1.7996e+006,3.51093,21,2,False,
1738,37.0457,1.3014e+007,3.1892,21,2,False,
1740,266.345,1.8101e+006,3.25268,21,2,False,
1742,291.419,1.65436e+006,3.69609,21,2,False,
1745,300.494,1.6044e+006,3.79761,21,2,False,
1746,246.816,1.95333e+006,3.42853,21,2,False,
1747,246.846,1.95309e+006,3.3005,21,2,False,
1749,268.179,1.79773e+006,3.21285,21,2,False,
1751,234.852,2.05283e+006,3.28065,21,2,False,
1752,1203.08,400731,3.50034,21,2,False,
1755,221.488,2.1767e+006,3.60869,21,2,False,
1757,513.143,939528,3.55653,21,2,False,
1758,1084.65,444488,3.40856,21,2,False,
1760,57.4174,8.39662e+006,3.46344,21,2,False,
1761,121.003,3.9843e+006,3.286,21,2,False,
1762,304.498,1.5833e+006,3.37328,21,2,False,
1764,45.7154,1.05459e+007,3.69711,21,3,False,
1765,61.8523,7.79457e+006,3.39875,21,2,False,
1766,183.536,2.6268e+006,3.67988,21,2,False,
1768,193.425,2.4925e+006,3.91192,21,2,False,
1771,85.2462,5.65553e+006,3.33128,21,2,False,
1774,97.3329,4.95323e+006,3.4806,21,2,False,
1775,256.37,1.88054e+006,3.79612,21,2,False,
1776,3741.7,128848,3.66096,21,2,False,
1777,334.714,1.44037e+006,3.46464,21,2,False,
1778,224.509,2.14741e+006,3.63567,21,2,False,
1779,1724.86,279507,3.61435,21,2,False,
1780,135.411,3.56037e+006,3.81434,21,2,False,
1781,302.162,1.59554e+006,4.11517,21,2,False,
1783,142.859,3.37475e+006,3.99066,21,2,False,
1784,51.8203,9.30355e+006,3.67724,21,5,True,
1786,168.767,2.85667e+006,3.94803,21,2,False,
1790,104872,4597.15,3.88938,21,2,False,
1791,87.221,5.52748e+006,3.48294,21,2,False,
1792,82.6188,5.83538e+006,3.76857,21,2,False,
1795,154.551,3.11944e+006,3.62988,21,2,False,
1796,171.373,2.81324e+006,4.1955,21,2,False,
1797,161.141,2.99187e+006,4.03946,21,2,False,
1798,580.979,829827,3.96967,21,2,False,
1799,61.7346,7.80944e+006,4.10502,21,2,False,
1869,19.0018,2.5372e+007,3.20901,22,4,False,
1875,132.055,3.65084e+006,4.75342,22,11,True,
1876,41.4207,1.16394e+007,3.86748,8,12,True,
1880,15.0621,3.20082e+007,3.57733,23,3,False,
1882,70.745,6.81479e+006,3.28124,23,3,False,
1883,67.3619,7.15705e+006,3.91977,23,3,False,
1884,1032.08,467128,3.33671,18,3,False,
1885,93.0109,5.1834e+006,3.60929,24,3,False,
1886,17.5626,2.74511e+007,3.70644,24,2,False,
1887,38.6392,1.24773e+007,3.55299,24,4,False,
1889,80.8755,5.96117e+006,4.52558,24,21,True,
1891,121.883,3.95552e+006,3.44417,24,2,False,
1892,43.5438,1.10719e+007,3.30261,24,2,False,
1893,42.413,1.13671e+007,4.15853,24,2,False,
1894,154.72,3.11604e+006,4.42682,24,2,False,
1895,180.984,2.66384e+006,3.53176,24,3,False,
1985,58.143,8.29184e+006,2.89784,25,2,False,
2078,98.8368,4.87786e+006,3.60187,25,3,False,
2092,455.541,1.05833e+006,3.40888,25,2,False,
2107,59.8402,8.05666e+006,3.77944,25,3,False,
2108,99.361,4.85213e+006,3.5351,25,3,False,
2114,51.8328,9.30129e+006,4.2792,25,11,True,
2115,32.7407,1.47252e+007,3.87585,25,4,False,
2117,61.0863,7.89231e+006,4.50218,26,7,True,
2118,81.2772,5.93171e+006,4.65508,26,13,True,
2119,19.134,2.51967e+007,2.77625,27,2,False,
2331,28.2448,1.70691e+007,3.19935,27,2,False,
2348,64.4074,7.48535e+006,3.56222,27,2,False,
2350,57.1464,8.43644e+006,3.68921,27,7,True,
2356,109.282,4.41165e+006,4.63833,27,2,False,
2362,24.3106,1.98313e+007,3.69095,28,3,False,
2364,102.094,4.72222e+006,3.4911,29,2,False,
2365,114.153,4.22337e+006,3.69848,29,7,True,
2367,87.1007,5.53511e+006,3.2512,29,2,False,
2368,30.9759,1.55641e+007,3.10104,29,3,False,
2370,73.34,6.57366e+006,3.60843,29,4,False,
2371,47.6886,1.01096e+007,3.86672,29,2,False,
2372,2683.43,179663,3.60404,36,2,False,
2374,388.352,1.24143e+006,2.77149,30,2,False,
2432,15.6337,3.08379e+007,4.03048,30,3,False,
2591,132.443,3.64014e+006,4.57136,30,2,False,
2597,100.199,4.81156e+006,2.81901,33,3,False,
2763,58.677,8.21638e+006,3.04416,32,2,False,
2825,571.119,844153,4.2072,32,2,False,
2826,111.871,4.30955e+006,4.26732,32,2,False,
2827,803.237,600212,4.7881,32,4,False,
2830,120.624,3.99683e+006,3.47344,33,3,False,
2833,120.134,4.01311e+006,4.21541,33,21,True,
2834,103.94,4.63837e+006,4.69803,33,6,True,
2835,137.53,3.50552e+006,3.851,34,8,True,
2836,40.5092,1.19013e+007,3.2094,34,2,False,
2837,1343.52,358844,3.20593,34,2,False,
2838,74.4695,6.47395e+006,3.55381,34,7,True,
2840,48.966,9.84586e+006,3.03385,34,5,True,
2842,24.9918,1.92909e+007,3.72498,34,2,False,
2843,126.747,3.80374e+006,3.98713,34,6,True,
2844,49.7525,9.69021e+006,4.61634,34,3,False,
3089,11.7987,4.08615e+007,3.65704,35,2,False,
3093,114.116,4.22474e+006,3.66011,35,4,False,
3096,37.4471,1.28745e+007,4.24784,35,4,False,
3097,64.6333,7.45919e+006,4.33614,35,4,False,
3098,203.037,2.3745e+006,4.66236,35,4,False,
3099,80.3956,5.99675e+006,3.22958,36,3,False,
3100,165.639,2.91062e+006,3.09416,36,2,False,
3101,66.5254,7.24704e+006,4.33051,36,4,False,
3102,56.7653,8.49308e+006,3.19389,37,2,False,
3104,121.273,3.97545e+006,4.82859,37,47,True,
3106,77.1276,6.25084e+006,4.4551,37,6,True,
3107,74.5834,6.46407e+006,4.52426,39,2,False,
3331,109.388,4.40734e+006,3.32273,38,2,False,
3343,23.4238,2.05821e+007,3.69428,38,3,False,
3344,76.6342,6.29109e+006,4.73778,38,10,True,
3345,39.5041,1.22041e+007,4.05626,34,2,False,
3346,87.5127,5.50905e+006,4.07982,29,5,True,
3347,21.7297,2.21868e+007,3.46553,39,2,False,
3348,48.3321,9.97498e+006,4.17471,39,5,True,
3363,180.794,2.66664e+006,2.67981,40,2,False,
3586,90.7109,5.31482e+006,3.92911,40,2,False,
3587,65.7887,7.3282e+006,4.66855,40,67,True,
3588,100.908,4.77775e+006,4.78844,40,39,True,
3594,40.0623,1.20341e+007,4.44822,43,2,False,
