Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
60,146.258,3.17619e+006,2.55643,9,2,False,
61,11629,39946.7,2.77547,9,2,False,
65,149.191,3.11375e+006,3.00597,9,2,False,
66,97.2375,4.7774e+006,4.15277,9,2,False,
68,160.274,2.89842e+006,3.22765,10,13,True,
69,84.1135,5.5228e+006,3.68235,10,6,True,
70,173.56,2.67655e+006,2.78789,11,5,False,
71,348.973,1.33117e+006,3.69558,11,3,False,
72,159.134,2.91918e+006,5.42461,11,21,True,
75,111.447,4.16828e+006,3.74096,12,7,True,
76,153.691,3.02258e+006,3.48562,20,3,False,
78,47.1508,9.85226e+006,2.54933,13,2,False,
82,47.9256,9.69299e+006,2.75942,14,2,False,
83,375.147,1.23829e+006,3.30766,14,4,False,
85,221.03,2.10172e+006,4.28776,14,21,True,
88,153.673,3.02293e+006,3.27931,15,7,True,
91,112.183,4.14093e+006,2.72872,16,12,True,
93,222.803,2.08499e+006,2.63533,16,2,False,
94,282.219,1.64603e+006,2.81667,16,2,False,
95,117.836,3.94227e+006,5.08329,16,66,True,
100,107.525,4.32031e+006,2.25282,17,2,False,
101,138.047,3.3651e+006,4.07555,17,11,True,
102,135.765,3.42167e+006,3.16395,18,15,True,
105,190.891,2.43354e+006,3.19167,18,2,False,
107,54.8595,8.46786e+006,2.85835,19,2,False,
108,172.091,2.6994e+006,2.67885,19,2,False,
110,114.356,4.06225e+006,3.7367,19,3,False,
111,94.868,4.89672e+006,4.1582,22,2,False,
112,140.277,3.3116e+006,5.33066,0,16,True,
114,232.444,1.99851e+006,3.00507,20,7,False,
116,64.9602,7.15118e+006,2.97448,20,3,False,
117,97.1428,4.78206e+006,2.99197,20,5,True,
119,146.007,3.18165e+006,3.07656,21,3,False,
120,582.076,798078,3.03446,21,4,False,
123,433.862,1.07071e+006,3.61755,21,2,False,
124,182.761,2.5418e+006,4.64388,21,17,True,
125,131.208,3.54049e+006,3.87247,21,25,True,
126,525.742,883594,3.73699,21,2,False,
127,223.003,2.08312e+006,3.73482,21,2,False,
134,126.788,3.66392e+006,2.72151,23,5,False,
136,167.917,2.7665e+006,4.23792,23,20,True,
137,108.687,4.27412e+006,5.55178,23,20,True,
138,129.442,3.5888e+006,6.20402,23,22,True,
139,139.643,3.32663e+006,4.06365,12,8,True,
143,955.288,486285,2.70359,24,2,False,
145,87.3118,5.3205e+006,3.88613,24,2,False,
146,452.199,1.0273e+006,5.1145,24,2,False,
147,106.001,4.38245e+006,4.00708,19,3,False,
149,984.216,471992,2.77774,25,2,False,
151,167.355,2.77579e+006,3.11251,25,4,False,
153,58.9108,7.88553e+006,3.28947,25,3,False,
157,140.202,3.31337e+006,2.45367,27,2,False,
158,256.11,1.81384e+006,2.8517,27,3,False,
161,183.397,2.53298e+006,3.55957,36,2,False,
162,111.181,4.17827e+006,4.79381,27,4,False,
164,123.657,3.75669e+006,4.11057,28,40,True,
165,228.514,2.03288e+006,2.64574,28,2,False,
166,101.036,4.59778e+006,2.80084,28,5,True,
170,35.9063,1.29376e+007,2.73367,28,2,False,
175,34.7672,1.33615e+007,3.51968,29,3,False,
177,105.566,4.40049e+006,3.03182,29,2,False,
179,86.7,5.35804e+006,4.19591,29,7,True,
181,138.794,3.34699e+006,2.69005,30,4,False,
182,506.92,916402,2.74311,30,2,False,
184,19.4534,2.38797e+007,2.95883,30,2,False,
187,92.9584,4.99731e+006,3.18825,31,9,True,
188,238.883,1.94464e+006,2.81776,31,2,False,
189,42.284,1.09862e+007,2.75363,32,2,False,
191,110.354,4.20958e+006,2.71452,31,4,False,
193,181.603,2.55801e+006,2.94932,32,2,False,
196,495.163,938161,3.12901,32,2,False,
197,132.076,3.51724e+006,5.16744,32,26,True,
199,54.1626,8.57681e+006,2.9222,33,2,False,
200,912.719,508965,3.15346,33,2,False,
201,43.2425,1.07427e+007,3.08215,33,3,False,
203,109.945,4.22521e+006,3.55801,33,2,False,
205,1020.77,455090,2.90437,34,2,False,
206,3818.11,121668,3.01138,34,2,False,
209,185.735,2.5011e+006,3.76975,34,20,True,
210,68.6025,6.7715e+006,5.47728,34,2,False,
214,150.149,3.09388e+006,3.41555,35,5,False,
215,283.115,1.64082e+006,4.43761,35,2,False,
221,177.048,2.62382e+006,3.31366,36,4,False,
223,153.772,3.02098e+006,4.85199,36,14,True,
226,285.81,1.62535e+006,2.29781,37,2,False,
227,393.404,1.18083e+006,2.85099,37,3,False,
229,52.7953,8.79893e+006,3.70385,37,2,False,
230,265.38,1.75048e+006,4.06503,37,7,False,
232,92.1458,5.04139e+006,2.39054,38,2,False,
233,58.9766,7.87672e+006,2.60703,38,3,False,
236,127.539,3.64236e+006,3.77676,27,9,True,
237,46.8165,9.92263e+006,2.88723,39,2,False,
238,69.8859,6.64716e+006,3.474,39,3,False,
239,88383.6,5255.98,2.36172,40,2,False,
241,123.021,3.77612e+006,3.25064,40,7,True,
243,179.569,2.58698e+006,3.21591,40,7,False,
245,236.708,1.96251e+006,4.38313,40,5,False,
251,137.49,3.37874e+006,3.03533,42,2,False,
252,126.327,3.6773e+006,2.9799,42,4,False,
253,175.499,2.64699e+006,3.6541,42,2,False,
254,304.831,1.52393e+006,4.13584,42,4,False,
255,172.868,2.68726e+006,4.69052,42,13,True,
261,348.737,1.33207e+006,2.86668,44,4,False,
262,39.3519,1.18048e+007,3.16662,44,3,False,
263,77.4898,5.99488e+006,3.23267,45,5,True,
264,72.946,6.3683e+006,3.076,45,3,False,
265,107.337,4.3279e+006,5.01773,45,12,True,
266,176.146,2.63726e+006,4.62958,45,2,False,
271,136.017,3.41534e+006,5.36345,46,31,True,
272,120.45,3.85671e+006,4.99378,46,22,True,
274,107.057,4.33919e+006,2.66878,50,2,False,
275,516.27,899804,3.71235,48,2,False,
276,684.083,679073,2.51156,49,2,False,
277,26.4764,1.75455e+007,2.77053,49,3,False,
279,27.5198,1.68803e+007,2.44579,50,2,False,
281,79.5454,5.83996e+006,2.93067,50,3,False,
285,63.8952,7.27038e+006,2.9889,50,8,True,
288,56.7095,8.19162e+006,3.4344,51,3,False,
289,185.273,2.50735e+006,4.19028,51,17,True,
291,180.439,2.57451e+006,2.72215,52,3,False,
292,113.007,4.11075e+006,4.10735,52,5,False,
293,155.725,2.98309e+006,5.15603,52,29,True,
294,110.754,4.19438e+006,3.42415,48,2,False,
295,121.929,3.80993e+006,2.63533,53,3,False,
296,180.679,2.57109e+006,2.68882,53,6,False,
297,59.1585,7.85251e+006,3.33272,53,2,False,
298,182.746,2.54201e+006,5.437,53,15,True,
299,85.3063,5.44558e+006,4.47799,55,2,False,
300,182.849,2.54058e+006,3.87651,56,14,True,
303,140.344,3.31002e+006,3.81394,56,3,False,
304,71.9176,6.45937e+006,3.20286,59,2,False,
305,48.402,9.59759e+006,4.98662,57,2,False,
306,159.632,2.91009e+006,5.21382,57,4,False,
309,344.67,1.34779e+006,4.50497,58,2,False,
311,106.927,4.34449e+006,3.07065,59,4,False,
315,146.283,3.17565e+006,3.78619,59,4,False,
317,394.306,1.17813e+006,2.60748,62,2,False,
318,39.3233,1.18134e+007,3.39846,60,3,False,
319,174.954,2.65522e+006,4.80208,60,49,True,
320,60.9181,7.62568e+006,2.50354,61,5,True,
321,55.6816,8.34283e+006,3.85355,61,5,True,
323,63.4546,7.32087e+006,4.19934,61,9,True,
324,53.6815,8.65367e+006,3.02121,56,3,False,
325,82.067,5.66052e+006,2.85436,62,5,True,
326,40.698,1.14144e+007,3.18036,63,3,False,
328,102.31,4.54054e+006,5.07148,63,9,True,
329,194.24,2.39159e+006,5.6839,63,2,False,
330,229.881,2.02079e+006,5.79385,63,46,True,
331,755.169,615151,3.44996,64,3,False,
332,114.365,4.06193e+006,4.25803,67,2,False,
334,232.057,2.00184e+006,3.03621,60,2,False,
339,152.898,3.03826e+006,5.51085,65,73,True,
340,99.4653,4.6704e+006,2.21571,66,2,False,
341,54.8676,8.46661e+006,3.22993,67,2,False,
342,65.8286,7.05685e+006,3.58368,67,4,False,
343,154.379,3.00909e+006,3.10558,67,4,False,
344,93.685,4.95856e+006,2.67885,67,2,False,
346,150.643,3.08373e+006,3.12997,67,5,False,
347,101.682,4.56858e+006,2.6637,71,2,False,
350,154.539,3.00598e+006,4.63549,68,3,False,
353,67.3519,6.89724e+006,3.18842,69,6,True,
354,99.9144,4.6494e+006,3.14436,69,32,True,
355,439.712,1.05647e+006,3.82594,64,3,False,
357,172.121,2.69892e+006,3.36792,70,3,False,
358,82.9391,5.601e+006,3.41199,70,12,True,
360,120.769,3.84653e+006,4.48354,70,7,True,
362,239.022,1.94351e+006,2.862,71,4,False,
363,231.691,2.00501e+006,3.68876,71,6,False,
366,40.3206,1.15212e+007,3.11129,72,2,False,
367,80.1937,5.79275e+006,4.70862,72,5,True,
368,57.7908,8.03834e+006,2.46768,73,3,False,
369,84.9945,5.46556e+006,3.44619,73,28,True,
370,7366.69,63059.8,2.69253,73,2,False,
372,537.401,864424,2.74897,73,2,False,
373,117.281,3.96093e+006,2.78189,68,3,False,
377,68.9729,6.73515e+006,2.90769,75,3,False,
378,78.8886,5.88858e+006,3.56397,75,12,True,
380,815.737,569475,2.82536,76,2,False,
382,163.482,2.84155e+006,3.17351,76,2,False,
383,164.931,2.81658e+006,3.36066,76,12,True,
384,48.2719,9.62346e+006,4.00431,76,2,False,
390,106.854,4.34746e+006,3.8179,78,14,True,
391,116.293,3.99458e+006,3.32488,82,2,False,
392,97.767,4.75152e+006,4.56019,78,4,False,
393,191.108,2.43079e+006,4.82735,78,8,False,
394,97.2374,4.7774e+006,3.77219,79,5,True,
395,162.277,2.86265e+006,3.17912,79,11,True,
398,88.166,5.26895e+006,2.98591,80,2,False,
400,56.5211,8.21892e+006,4.0765,82,2,False,
403,41.562,1.11771e+007,3.076,81,3,False,
405,133.433,3.48147e+006,4.18823,81,17,True,
406,68.6606,6.76578e+006,4.23399,81,2,False,
407,183.275,2.53467e+006,4.9395,82,17,True,
408,137.24,3.3849e+006,4.24791,82,10,True,
414,264.467,1.75653e+006,3.50736,83,6,False,
415,106.187,4.37477e+006,4.92601,83,44,True,
416,145.689,3.18858e+006,4.58654,83,10,True,
419,107.42,4.32453e+006,3.96806,84,3,False,
420,171.972,2.70127e+006,4.98978,84,27,True,
421,214.463,2.16608e+006,4.18035,78,4,False,
423,51.9719,8.93834e+006,3.52659,85,4,False,
425,46.1746,1.00606e+007,3.98584,85,2,False,
426,130.18,3.56847e+006,3.01003,86,4,False,
429,87.0423,5.33697e+006,3.89577,87,15,True,
430,185.746,2.50095e+006,4.56773,87,7,False,
431,386.632,1.20151e+006,4.65697,87,2,False,
436,217.084,2.13992e+006,4.09064,89,2,False,
437,100.938,4.60223e+006,3.22438,90,6,True,
438,78.9864,5.88129e+006,3.23745,90,15,True,
441,644.689,720568,2.5393,91,2,False,
444,232.189,2.0007e+006,2.3285,91,2,False,
447,228.931,2.02918e+006,3.42415,92,4,False,
449,125.868,3.69071e+006,2.83719,92,2,False,
452,114.453,4.05879e+006,3.63672,93,4,False,
453,89.8048,5.1728e+006,3.8026,93,2,False,
454,307.136,1.5125e+006,4.28979,93,2,False,
456,380.13,1.22206e+006,2.43945,94,2,False,
458,85.0629,5.46116e+006,4.79811,94,2,False,
459,1532.82,303063,5.37387,94,2,False,
461,101.834,4.56174e+006,3.12741,95,3,False,
463,182.117,2.55079e+006,3.79215,95,9,True,
464,66.0683,7.03124e+006,3.47513,95,4,False,
466,226.141,2.05421e+006,3.21933,96,5,False,
467,91.0086,5.10438e+006,4.26232,96,24,True,
468,553.697,838983,4.70489,96,3,False,
471,140.989,3.29488e+006,4.70895,97,4,False,
472,330.727,1.40461e+006,4.84331,97,5,False,
479,179.202,2.59228e+006,3.58722,100,2,False,
480,295.094,1.57422e+006,3.1064,100,2,False,
482,75.7671,6.13119e+006,3.30343,100,3,False,
483,42.5928,1.09066e+007,3.87521,100,2,False,
486,204.841,2.26781e+006,3.37945,101,9,False,
488,102.172,4.54667e+006,3.51095,101,7,True,
489,48.3376,9.61037e+006,3.03883,101,2,False,
492,145.401,3.19491e+006,3.04302,102,5,False,
494,210.239,2.2096e+006,5.45766,102,22,True,
495,131.505,3.5325e+006,4.13147,102,22,True,
498,150.843,3.07964e+006,3.74815,102,10,True,
499,102.609,4.52732e+006,3.94068,103,7,True,
500,138.066,3.36464e+006,3.81976,103,4,False,
501,73.008,6.36289e+006,3.69437,103,2,False,
503,202.308,2.29622e+006,3.3441,104,14,True,
504,100.745,4.61107e+006,3.41339,104,2,False,
506,233.325,1.99097e+006,4.48169,104,33,True,
508,112.537,4.1279e+006,2.73899,105,12,True,
509,106.617,4.35712e+006,3.61584,105,4,False,
510,117.266,3.96144e+006,3.78608,105,16,True,
511,88.0011,5.27882e+006,2.73011,106,4,False,
512,56.784,8.18087e+006,2.80835,107,5,True,
513,149.02,3.11732e+006,3.70923,107,2,False,
514,106.945,4.34377e+006,3.44701,108,11,True,
517,185.634,2.50247e+006,4.12704,109,18,True,
518,173.543,2.67681e+006,4.13694,109,8,True,
520,155.453,2.98831e+006,4.14402,109,17,True,
521,385.642,1.20459e+006,2.93917,110,7,False,
522,51.56,9.00975e+006,3.40685,110,7,True,
524,158.555,2.92985e+006,4.26523,120,2,False,
525,145.887,3.18427e+006,2.5871,111,2,False,
527,98.9887,4.69288e+006,2.83869,111,5,True,
529,283.35,1.63947e+006,3.51716,112,2,False,
531,121.757,3.81533e+006,3.01347,114,3,False,
532,187.241,2.48099e+006,3.41878,114,10,True,
533,176.956,2.62519e+006,3.85245,114,9,True,
534,130.085,3.57108e+006,4.30596,115,10,True,
538,146.445,3.17212e+006,4.52026,117,10,True,
543,104.275,4.45496e+006,3.95835,118,13,True,
544,116.402,3.99084e+006,3.97136,119,49,True,
546,148.867,3.12052e+006,3.89397,135,2,False,
547,55.5479,8.36291e+006,2.77376,120,4,False,
549,180.39,2.57521e+006,3.93241,121,4,False,
550,154.125,3.01407e+006,2.88723,121,2,False,
551,149.32,3.11105e+006,3.04232,121,2,False,
556,52.9956,8.76567e+006,4.15133,122,2,False,
557,127.136,3.6539e+006,4.28356,110,10,True,
558,84.0782,5.52512e+006,4.71518,124,3,False,
559,146.403,3.17304e+006,2.98203,124,5,False,
560,1906.46,243668,2.14991,124,2,False,
561,338.499,1.37236e+006,2.93843,124,3,False,
562,199.315,2.33069e+006,3.12901,124,2,False,
564,124.207,3.74008e+006,4.26096,125,5,False,
566,286.01,1.62422e+006,3.80141,125,15,True,
567,85.2263,5.45069e+006,5.69383,125,2,False,
569,230.553,2.0149e+006,4.36585,126,9,False,
572,111.588,4.16301e+006,3.60088,127,8,True,
575,154.47,3.00732e+006,3.97836,127,3,False,
576,167.769,2.76894e+006,5.58213,127,30,True,
577,256.046,1.81429e+006,4.15443,128,10,False,
579,135.753,3.42197e+006,4.08516,128,26,True,
580,60.0314,7.73832e+006,4.40628,128,3,False,
581,129.821,3.57834e+006,5.22476,128,14,True,
583,315.684,1.47154e+006,2.52041,129,2,False,
584,170.775,2.7202e+006,3.11534,129,2,False,
591,623.306,745287,3.01048,131,2,False,
592,52.8146,8.79572e+006,3.40817,131,3,False,
593,113.903,4.07839e+006,4.0541,131,18,True,
596,196.972,2.35842e+006,2.88723,133,2,False,
598,112.378,4.13376e+006,3.12681,132,8,True,
599,89.8377,5.1709e+006,2.59712,132,3,False,
600,293.597,1.58225e+006,3.37293,132,2,False,
601,481.362,965058,3.26747,132,2,False,
602,159.029,2.92112e+006,3.24189,132,12,True,
603,181.644,2.55743e+006,4.14881,132,9,True,
604,124.702,3.72523e+006,2.89634,134,6,True,
607,62.9424,7.38043e+006,4.25737,134,18,True,
608,135.745,3.42217e+006,3.03358,134,2,False,
610,695.282,668135,3.52364,135,4,False,
613,70.6853,6.57198e+006,3.45459,137,2,False,
614,158.073,2.93879e+006,2.86009,137,3,False,
615,108.622,4.2767e+006,4.57806,137,2,False,
616,106.255,4.37196e+006,3.8403,119,16,True,
617,26.0067,1.78624e+007,2.84888,138,2,False,
618,96.9197,4.79306e+006,3.40529,138,7,True,
622,173.586,2.67615e+006,4.33122,139,7,False,
623,124.565,3.72932e+006,3.60622,140,5,False,
624,102.182,4.54624e+006,4.45459,140,5,True,
628,110.19,4.21584e+006,4.14701,144,2,False,
631,73.963,6.28074e+006,3.41018,142,3,False,
632,178.384,2.60418e+006,2.58159,145,2,False,
633,103.148,4.50365e+006,3.16045,143,2,False,
635,170.406,2.72609e+006,3.38561,143,5,False,
636,139.792,3.3231e+006,5.10565,143,23,True,
637,149.793,3.10123e+006,3.07908,149,2,False,
638,80.63,5.76141e+006,4.67809,144,10,True,
641,254.257,1.82706e+006,3.50777,146,8,False,
642,183.968,2.52512e+006,4.18188,146,2,False,
643,815.007,569986,3.85546,141,3,False,
645,48.0272,9.67248e+006,3.16508,147,3,False,
646,113.108,4.10707e+006,3.58722,147,3,False,
647,540.742,859083,3.95171,147,2,False,
648,175.472,2.64739e+006,5.19479,147,20,True,
649,213.679,2.17402e+006,3.16405,142,3,False,
651,70.1933,6.61805e+006,3.18162,148,6,True,
652,150.217,3.09248e+006,2.64488,149,3,False,
653,261.036,1.77961e+006,3.86226,149,2,False,
657,264.554,1.75595e+006,4.41627,150,9,False,
661,134.553,3.45249e+006,4.00331,151,2,False,
662,77.7954,5.97133e+006,3.4488,144,5,True,
666,62.1843,7.47041e+006,2.9297,153,6,True,
670,166.634,2.7878e+006,4.17555,153,6,False,
671,122.771,3.78381e+006,4.21493,153,10,True,
673,312.574,1.48619e+006,3.18792,155,2,False,
675,114.842,4.04504e+006,2.61285,155,2,False,
676,139.938,3.31963e+006,2.99599,155,17,True,
680,140.89,3.2972e+006,5.06758,155,7,True,
681,46.3999,1.00117e+007,2.58251,156,3,False,
682,309.305,1.50189e+006,3.44205,156,5,False,
683,691.924,671377,3.30208,156,3,False,
684,272.807,1.70282e+006,2.99234,157,2,False,
685,571.821,812391,3.10966,158,2,False,
690,183.217,2.53548e+006,2.59666,159,2,False,
691,176.522,2.63165e+006,3.08882,160,3,False,
692,1201.61,386599,2.77205,160,2,False,
693,69.4491,6.68896e+006,3.43925,160,5,True,
696,551.406,842469,4.62099,161,3,False,
701,110.031,4.22193e+006,3.97187,162,15,True,
702,206.108,2.25388e+006,2.90955,162,5,False,
703,122.703,3.78592e+006,3.19092,162,2,False,
704,84.1349,5.5214e+006,4.94701,162,6,True,
706,109.366,4.24759e+006,2.83398,163,2,False,
709,122.096,3.80473e+006,3.35526,163,6,True,
710,140.104,3.3157e+006,4.5808,164,13,True,
711,134.787,3.44649e+006,4.09958,164,7,True,
712,598.121,776670,3.06215,165,2,False,
716,395.567,1.17437e+006,3.43302,166,2,False,
718,457.999,1.01429e+006,2.70481,166,2,False,
719,446.169,1.04118e+006,4.23795,166,2,False,
720,936.322,496135,5.12984,166,2,False,
724,22.8487,2.03313e+007,2.47845,167,2,False,
726,387.426,1.19905e+006,3.26282,167,6,False,
729,1489.01,311981,3.21319,168,2,False,
731,90.1318,5.15403e+006,4.2251,168,9,True,
732,527.076,881357,5.8564,168,3,False,
733,2439.23,190446,2.56489,169,2,False,
734,101.389,4.58177e+006,3.07171,169,16,True,
735,85.6041,5.42664e+006,3.1322,169,3,False,
736,156.63,2.96586e+006,5.02053,169,7,False,
738,274.408,1.69289e+006,3.35125,170,7,False,
740,38.1476,1.21775e+007,3.63359,170,3,False,
741,261.794,1.77446e+006,3.48413,170,2,False,
742,7811.96,59465.5,2.89432,171,2,False,
743,204.048,2.27664e+006,3.7066,171,7,False,
744,180.432,2.5746e+006,3.77397,172,9,True,
745,92.0519,5.04653e+006,4.06701,172,15,True,
746,139.417,3.33205e+006,3.07778,172,11,True,
749,2536.32,183156,2.73604,172,2,False,
751,100.713,4.61252e+006,4.11888,172,13,True,
753,146.084,3.17996e+006,2.62018,173,4,False,
754,85.5583,5.42954e+006,3.99998,173,3,False,
755,98.3187,4.72486e+006,4.87876,173,13,True,
756,105.607,4.3988e+006,3.23955,174,5,True,
758,2065.88,224865,2.28304,175,2,False,
759,120.328,3.86062e+006,3.1943,176,8,True,
760,68.5577,6.77593e+006,2.42664,176,2,False,
762,324.469,1.4317e+006,2.42502,176,2,False,
763,114.441,4.05924e+006,3.74124,176,20,True,
764,1061.73,437533,2.88485,177,3,False,
766,123.191,3.77092e+006,4.16545,177,8,True,
767,118.766,3.9114e+006,4.75426,177,11,True,
768,128.293,3.62096e+006,3.70147,178,7,True,
769,221.61,2.09621e+006,3.2205,179,2,False,
770,5020.25,92533.7,5.34956,206,3,False,
772,117.677,3.9476e+006,3.50154,179,13,True,
773,75.0467,6.19005e+006,2.70724,179,2,False,
774,357.497,1.29943e+006,2.81885,179,4,False,
775,104.628,4.43995e+006,3.374,179,7,True,
776,510.278,910370,3.21025,179,3,False,
777,99.4075,4.67311e+006,3.58873,179,2,False,
779,287.22,1.61737e+006,2.86565,180,3,False,
780,39.9692,1.16225e+007,2.59075,180,3,False,
783,228.437,2.03357e+006,2.81994,186,2,False,
784,113.911,4.0781e+006,3.04522,181,12,True,
786,38.6986,1.20041e+007,2.69623,181,2,False,
791,158.268,2.93516e+006,2.78602,183,18,True,
792,101.194,4.59062e+006,3.23363,183,14,True,
795,118.911,3.90663e+006,4.52458,183,23,True,
796,138.78,3.34733e+006,3.75574,183,13,True,
799,79.3907,5.85135e+006,2.92351,184,3,False,
801,203.151,2.28669e+006,4.00265,184,2,False,
802,146.679,3.16707e+006,5.06275,184,13,True,
803,173.88,2.67162e+006,6.00709,184,67,True,
807,611.847,759245,3.36603,185,2,False,
810,141.523,3.28246e+006,3.13092,186,20,True,
811,108.158,4.29505e+006,4.20893,186,7,True,
812,173.519,2.67718e+006,5.53024,186,55,True,
813,128.546,3.61383e+006,4.99415,186,14,True,
816,70.8062,6.56075e+006,2.87083,187,2,False,
817,121.803,3.81387e+006,3.24523,187,11,True,
818,106.478,4.36279e+006,2.54433,187,4,False,
819,57.6155,8.0628e+006,3.02446,187,6,True,
820,96.1191,4.83298e+006,4.96342,187,4,False,
821,700.436,663219,2.88689,188,3,False,
822,184.591,2.51661e+006,2.73887,188,10,True,
824,87.3,5.32122e+006,3.0155,181,5,True,
828,128.431,3.61707e+006,3.37867,189,5,False,
831,311.605,1.4908e+006,2.99721,190,3,False,
833,121.326,3.82887e+006,3.49054,191,4,False,
835,461.563,1.00646e+006,2.61285,192,2,False,
836,88383.6,5255.98,3.29894,192,2,False,
838,176.483,2.63222e+006,4.25198,192,6,False,
840,122.452,3.79368e+006,3.37792,194,9,True,
841,4603.26,100916,3.81675,194,2,False,
842,116.788,3.97767e+006,3.87996,195,9,True,
845,120.849,3.844e+006,3.82475,196,4,False,
846,1720.63,269984,2.58573,196,2,False,
847,153.632,3.02373e+006,2.30573,200,3,False,
848,49.0659,9.46771e+006,2.65091,197,3,False,
850,147.039,3.1593e+006,3.0484,197,2,False,
851,190.925,2.43312e+006,4.67848,197,57,True,
852,223.604,2.07752e+006,2.76057,198,2,False,
853,334.567,1.38849e+006,4.64319,198,2,False,
859,140.966,3.29543e+006,3.529,201,5,False,
860,91.6552,5.06837e+006,2.49965,201,2,False,
861,82.2683,5.64667e+006,2.30451,201,3,False,
862,133.324,3.4843e+006,3.77459,201,14,True,
863,266.335,1.7442e+006,4.80303,201,9,False,
864,59.211,7.84554e+006,3.01362,202,8,True,
866,47.4456,9.79105e+006,3.98415,202,4,False,
867,261.062,1.77943e+006,3.03796,202,2,False,
871,567.987,817875,3.19691,196,4,False,
873,146.931,3.16163e+006,2.88458,204,10,True,
878,186.944,2.48493e+006,2.82475,205,7,False,
879,135.753,3.42196e+006,2.98959,205,2,False,
880,131.644,3.52879e+006,4.80246,205,37,True,
882,37.4576,1.24018e+007,2.63795,206,3,False,
884,242.807,1.91321e+006,2.92122,207,2,False,
885,133.961,3.46774e+006,2.8347,207,3,False,
886,86.8181,5.35075e+006,2.94897,207,11,True,
887,212.066,2.19056e+006,3.84251,207,2,False,
889,84.3052,5.51025e+006,4.21476,207,18,True,
891,38.0491,1.2209e+007,2.74076,208,2,False,
893,130.653,3.55555e+006,2.858,208,3,False,
894,130.891,3.54908e+006,4.32726,208,3,False,
897,86.7321,5.35606e+006,2.60344,209,2,False,
898,177.866,2.61175e+006,5.0489,178,28,True,
899,150.103,3.09483e+006,2.61596,210,3,False,
903,340.321,1.36501e+006,2.65775,211,3,False,
904,201.968,2.30008e+006,2.79684,212,6,False,
907,37.345,1.24392e+007,3.24105,213,4,False,
909,979.544,474243,2.57744,213,2,False,
910,87.0724,5.33512e+006,3.26941,213,5,True,
911,199.051,2.33378e+006,3.74084,214,14,True,
912,103.536,4.48676e+006,2.70163,214,5,True,
913,157.426,2.95087e+006,5.02143,214,100,True,
916,1082.82,429010,2.67382,216,2,False,
918,63.9665,7.26228e+006,2.58435,216,2,False,
919,630.887,736332,2.75595,217,2,False,
920,144.681,3.21081e+006,2.25282,217,2,False,
925,118.508,3.91993e+006,3.70374,218,8,True,
929,281.162,1.65222e+006,3.18581,221,5,False,
930,48.6316,9.55228e+006,2.85363,221,4,False,
932,1619.9,286773,3.58519,222,2,False,
933,121.168,3.83388e+006,3.67836,225,2,False,
935,103.759,4.47712e+006,2.87392,223,2,False,
936,409.583,1.13418e+006,2.42986,224,2,False,
938,55.6201,8.35206e+006,2.47794,225,3,False,
939,151.876,3.05869e+006,5.23788,225,15,True,
940,140.6,3.30399e+006,3.00266,226,3,False,
941,2062.91,225188,3.34631,226,2,False,
