Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
135,253.153,1.84573e+006,3.52471,13,5,False,
136,293.614,1.59138e+006,3.24284,13,2,False,
138,1510.45,309346,3.95346,13,2,False,
141,261.603,1.78612e+006,2.88213,9,3,False,
143,96.5722,4.83838e+006,2.84853,15,6,True,
144,263.153,1.7756e+006,3.73421,15,5,False,
145,149.466,3.12615e+006,4.3796,15,15,True,
147,236.343,1.97701e+006,2.90337,25,2,False,
149,126.969,3.68005e+006,2.62305,16,3,False,
152,60.9291,7.66879e+006,3.40555,16,2,False,
154,81.7615,5.71483e+006,4.34347,16,4,False,
155,174.793,2.67317e+006,5.58405,16,53,True,
157,153.725,3.03954e+006,3.07065,17,2,False,
158,95.9239,4.87108e+006,2.43466,17,2,False,
160,93.2405,5.01126e+006,3.808,17,14,True,
161,146.479,3.18991e+006,2.64833,18,2,False,
165,112.358,4.15862e+006,5.64571,18,8,True,
166,97.4876,4.79295e+006,3.78993,0,15,True,
169,106.236,4.39824e+006,2.72653,19,2,False,
171,367.41,1.27175e+006,3.36287,19,2,False,
175,68.3922,6.83196e+006,3.09159,20,4,False,
177,103.325,4.52218e+006,2.95807,20,5,True,
178,175.917,2.65609e+006,3.33684,20,3,False,
181,215.936,2.16385e+006,4.11193,20,4,False,
182,74.8722,6.24067e+006,4.19131,20,2,False,
183,92.9251,5.02827e+006,3.40652,21,10,True,
184,97.4164,4.79645e+006,2.89533,21,2,False,
186,122.033,3.82891e+006,3.23389,21,4,False,
187,117.914,3.96265e+006,3.40373,21,3,False,
190,611.369,764273,3.47626,25,2,False,
191,198.811,2.35023e+006,3.51553,21,4,False,
192,54.905,8.51021e+006,3.35844,21,2,False,
194,76.9147,6.07495e+006,4.19186,21,4,False,
195,119.454,3.91156e+006,4.34819,21,8,True,
196,97.4149,4.79652e+006,2.89143,22,7,True,
200,53.1822,8.78588e+006,2.98591,22,2,False,
201,30.3597,1.53906e+007,2.75826,22,2,False,
203,213.309,2.1905e+006,4.87635,22,5,False,
205,247.753,1.88596e+006,2.91332,23,2,False,
207,89.0323,5.24812e+006,3.19691,23,7,True,
208,122.981,3.7994e+006,3.54508,23,7,True,
209,425.315,1.09861e+006,3.44706,23,2,False,
210,122.117,3.82627e+006,4.19296,23,4,False,
212,69.2494,6.74739e+006,2.84624,24,4,False,
218,186.004,2.51206e+006,3.67532,24,5,False,
221,705.259,662527,2.52187,25,2,False,
223,125.461,3.72429e+006,2.96449,25,2,False,
225,122.001,3.82989e+006,3.10094,26,3,False,
226,177.451,2.63313e+006,2.74663,26,2,False,
227,73.7261,6.33769e+006,2.33441,26,3,False,
228,123.77,3.77516e+006,3.81916,29,2,False,
229,173.26,2.69683e+006,3.55463,26,4,False,
230,127.648,3.66048e+006,3.02633,26,9,True,
232,150.77,3.09911e+006,3.58418,26,5,False,
233,70.6151,6.61689e+006,4.19873,26,4,False,
234,75.2856,6.20641e+006,2.95504,27,2,False,
235,122.932,3.80091e+006,3.10558,27,4,False,
237,123.942,3.76992e+006,3.45043,15,10,True,
238,149.008,3.13576e+006,3.11494,21,4,False,
239,53.1177,8.79656e+006,2.73628,28,5,True,
241,116.043,4.02656e+006,3.1758,28,2,False,
243,102.14,4.57464e+006,2.78565,28,6,True,
248,185.296,2.52166e+006,4.40886,28,5,False,
249,130.028,3.59348e+006,3.29393,28,14,True,
250,95.6427,4.8854e+006,4.51577,28,13,True,
251,159.913,2.92191e+006,4.57016,28,3,False,
252,228.298,2.04668e+006,4.45472,28,2,False,
253,85.0443,5.49423e+006,5.00782,28,5,True,
254,136.245,3.42951e+006,5.62123,28,28,True,
255,89.1905,5.23882e+006,4.09022,29,32,True,
256,1202.7,388502,3.23784,29,2,False,
259,143.344,3.25965e+006,3.58671,29,6,False,
260,162.202,2.88069e+006,3.38103,36,2,False,
261,211.512,2.20911e+006,4.15403,29,5,False,
262,115.3,4.05249e+006,5.09096,29,53,True,
266,136.095,3.43328e+006,3.88568,30,5,False,
268,54.7787,8.52983e+006,2.37199,31,2,False,
269,79.0413,5.9115e+006,3.451,31,39,True,
270,103.623,4.50914e+006,2.8304,31,3,False,
272,138.246,3.37987e+006,3.52364,26,3,False,
274,186.049,2.51146e+006,2.92885,32,10,True,
278,68.8801,6.78356e+006,2.89297,32,3,False,
279,68.7458,6.79682e+006,3.50232,32,5,True,
280,62.1663,7.51618e+006,3.54335,32,6,True,
281,114.991,4.06339e+006,3.62972,32,2,False,
282,69.5201,6.72112e+006,3.64475,32,14,True,
283,56.6873,8.24264e+006,4.2791,32,4,False,
284,48.2823,9.67751e+006,4.03994,32,2,False,
285,162.423,2.87677e+006,4.38057,32,2,False,
286,34.7903,1.34305e+007,3.33965,33,6,True,
287,347.32,1.34531e+006,3.23879,33,3,False,
288,45.406,1.02906e+007,3.30789,33,3,False,
289,87.837,5.31954e+006,2.98499,33,2,False,
291,212.866,2.19506e+006,2.99234,34,2,False,
292,134.338,3.47818e+006,3.25769,34,4,False,
296,146.908,3.18058e+006,3.41099,34,3,False,
297,85.9799,5.43444e+006,4.57672,34,23,True,
298,275.633,1.6952e+006,2.88757,35,3,False,
299,104.102,4.48843e+006,2.43093,35,3,False,
301,113.745,4.1079e+006,3.06913,35,5,False,
302,1713.56,272680,2.97012,36,2,False,
305,66.9215,6.9821e+006,3.27532,36,3,False,
306,155.087,3.01284e+006,3.45251,36,5,False,
309,59.7962,7.8141e+006,3.51336,36,2,False,
310,156.058,2.9941e+006,3.22123,36,2,False,
311,88.9863,5.25084e+006,3.06394,36,11,True,
312,81.9147,5.70414e+006,4.56656,36,6,True,
314,76.298,6.12405e+006,3.55437,37,2,False,
315,119.982,3.89437e+006,3.89006,37,4,False,
316,71.9624,6.49301e+006,3.18641,37,3,False,
317,159.904,2.92209e+006,2.89795,38,5,False,
320,202.967,2.30211e+006,4.93785,39,2,False,
321,586.257,797010,5.25033,38,3,False,
322,79.5502,5.87368e+006,3.92372,29,7,True,
323,297.425,1.57099e+006,3.0458,39,2,False,
324,291.262,1.60423e+006,3.11237,39,3,False,
325,64.3421,7.26201e+006,2.78339,39,2,False,
328,74.7326,6.25233e+006,3.39998,39,12,True,
329,588.307,794233,3.8026,39,2,False,
331,121.664,3.84051e+006,4.98519,39,18,True,
332,183.144,2.55129e+006,4.74497,39,2,False,
333,391.909,1.19225e+006,3.18691,40,3,False,
337,109.195,4.27906e+006,2.89936,40,2,False,
340,101.198,4.61721e+006,3.82222,40,3,False,
341,239.528,1.95072e+006,3.28772,40,7,False,
343,929.651,502611,3.94925,77,2,False,
344,382.519,1.22151e+006,2.84465,41,2,False,
345,35.9202,1.30081e+007,4.63566,41,7,True,
346,163.48,2.85816e+006,4.73445,41,2,False,
348,95.3382,4.901e+006,2.83541,42,3,False,
349,249.319,1.87412e+006,2.68384,42,2,False,
352,140.66,3.32186e+006,4.96432,42,25,True,
353,573.075,815343,3.23353,42,3,False,
355,342.995,1.36227e+006,3.49037,42,5,False,
357,69.4659,6.72636e+006,4.53507,42,4,False,
361,412.749,1.13205e+006,2.82536,43,3,False,
362,100.342,4.65662e+006,2.51452,43,2,False,
365,81.1494,5.75793e+006,3.37626,43,6,True,
366,316.105,1.47816e+006,3.16122,43,2,False,
368,146.069,3.19886e+006,4.22255,43,9,True,
369,195.664,2.38804e+006,5.99443,43,50,True,
372,139.298,3.35434e+006,2.89297,44,3,False,
378,208.226,2.24397e+006,3.7695,44,5,False,
379,191.646,2.4381e+006,5.16538,44,38,True,
380,197.593,2.36472e+006,4.70622,44,7,False,
382,1383.96,337619,2.87186,45,2,False,
383,133.8,3.49218e+006,3.16892,45,4,False,
384,26.3749,1.77158e+007,3.91492,45,3,False,
385,382.316,1.22216e+006,4.48583,45,2,False,
389,564.97,827040,2.89432,46,5,False,
390,496.436,941214,3.77718,46,6,False,
392,374.848,1.24651e+006,3.47851,46,2,False,
393,346.42,1.34881e+006,3.17732,46,8,False,
395,73.4889,6.35814e+006,3.54689,46,7,True,
398,73.5642,6.35163e+006,3.07065,47,2,False,
402,209.542,2.22988e+006,4.31468,47,5,False,
407,1752.18,266670,2.516,48,2,False,
408,72.2402,6.46805e+006,3.57298,48,8,True,
409,92.9297,5.02803e+006,2.24319,48,3,False,
413,297.451,1.57086e+006,3.13643,49,3,False,
415,116.109,4.02426e+006,2.81885,49,2,False,
416,114.307,4.08769e+006,3.37512,49,8,True,
417,107.681,4.33924e+006,2.94164,49,2,False,
418,230.921,2.02343e+006,4.41796,49,5,False,
419,26.3553,1.7729e+007,3.5494,49,4,False,
420,294.262,1.58788e+006,3.42889,54,2,False,
421,193.905,2.40971e+006,3.69527,49,3,False,
425,212.104,2.20294e+006,3.6082,53,2,False,
428,43.3383,1.07815e+007,2.42825,50,2,False,
431,100.156,4.66525e+006,4.01083,50,3,False,
435,100.635,4.64305e+006,3.61763,51,12,True,
436,126.535,3.69267e+006,4.08746,51,5,False,
437,367.697,1.27076e+006,3.51137,52,6,False,
440,68.1746,6.85377e+006,2.89936,52,2,False,
442,838.378,557330,2.5871,52,2,False,
444,185.703,2.51612e+006,3.50682,52,20,True,
446,141.755,3.29619e+006,3.91899,52,5,False,
448,44.5819,1.04808e+007,4.73043,52,2,False,
450,75.7294,6.17003e+006,2.81011,53,3,False,
452,87.7549,5.32452e+006,3.0098,53,8,True,
453,28.0523,1.66565e+007,3.22848,53,2,False,
454,110.562,4.22618e+006,4.66239,53,9,True,
455,218.7,2.1365e+006,3.03086,54,11,True,
457,94.9663,4.9202e+006,2.65348,54,3,False,
463,58.8156,7.94437e+006,3.17656,55,2,False,
466,153.482,3.04435e+006,3.49156,55,3,False,
467,17612.2,26530.1,3.54,55,3,False,
468,75.2751,6.20727e+006,4.8272,55,10,True,
469,246.473,1.89576e+006,3.64286,50,3,False,
473,96.3129,4.8514e+006,2.55076,56,2,False,
474,51.9887,8.98759e+006,3.33142,56,2,False,
476,31.5483,1.48107e+007,2.94741,56,2,False,
477,168.254,2.77708e+006,3.3559,56,4,False,
479,56.6351,8.25024e+006,3.42087,56,4,False,
480,114.975,4.06396e+006,3.67235,49,5,False,
482,555.265,841496,2.77205,58,2,False,
487,71.9224,6.49662e+006,2.43945,57,2,False,
488,178.004,2.62496e+006,4.72839,57,12,True,
490,136.46,3.42409e+006,3.54007,57,5,False,
492,109.527,4.26609e+006,2.93779,58,2,False,
494,212.638,2.19741e+006,3.49138,58,4,False,
495,57.5582,8.11792e+006,4.11738,58,5,True,
497,127.806,3.65595e+006,4.98985,58,2,False,
498,83.9204,5.56781e+006,3.23385,59,18,True,
499,321.16,1.45489e+006,2.78677,59,2,False,
500,668.215,699255,2.99234,59,2,False,
502,402.372,1.16125e+006,4.00131,59,3,False,
503,248.506,1.88025e+006,2.83968,62,3,False,
504,64.4254,7.25262e+006,3.69391,59,2,False,
505,2457.31,190148,2.56208,60,2,False,
510,134.109,3.48412e+006,5.04194,60,40,True,
513,345.215,1.35351e+006,2.96637,61,2,False,
516,59.4697,7.85699e+006,2.44368,61,3,False,
520,659.284,708727,3.05873,65,2,False,
521,226,2.06749e+006,3.90689,62,3,False,
522,48.2941,9.67516e+006,4.24399,86,2,False,
523,150.09,3.11315e+006,4.68389,63,15,True,
526,35.7372,1.30747e+007,2.83755,63,3,False,
527,109.92,4.25086e+006,5.00265,63,27,True,
528,140.891,3.31642e+006,3.89829,63,3,False,
529,162.685,2.87213e+006,4.41998,63,19,True,
533,102.572,4.55534e+006,3.76995,64,13,True,
535,165.618,2.82126e+006,2.91826,64,4,False,
538,64.5238,7.24156e+006,2.68534,65,5,True,
539,68.1815,6.85308e+006,2.87068,65,7,True,
540,113.873,4.10328e+006,3.26189,65,4,False,
542,101.572,4.6002e+006,5.13561,65,22,True,
543,485.815,961792,3.56303,59,3,False,
544,285.785,1.63498e+006,3.30633,68,2,False,
546,265.535,1.75967e+006,3.07319,66,3,False,
551,122.05,3.82838e+006,3.15424,66,5,False,
552,80.6367,5.79455e+006,3.9609,66,9,True,
554,286.965,1.62826e+006,5.03433,66,7,False,
557,284.152,1.64438e+006,2.60344,67,2,False,
558,17.5137,2.66792e+007,3.44706,67,2,False,
560,1501.55,311181,3.4936,67,2,False,
561,77.6631,6.01641e+006,3.38,62,3,False,
563,65.1302,7.17413e+006,3.10558,68,2,False,
566,233.626,2e+006,3.61575,68,9,False,
568,83.0602,5.62547e+006,4.8344,68,3,False,
570,109.873,4.25267e+006,3.61559,70,2,False,
571,74.9778,6.23188e+006,3.96626,69,5,True,
577,87.0128,5.36993e+006,3.12714,70,6,True,
581,114.467,4.08199e+006,3.5649,70,14,True,
583,56.6895,8.24232e+006,3.28606,66,2,False,
588,671.246,696098,3.06044,71,2,False,
589,64.8402,7.20623e+006,3.78079,78,2,False,
590,273.384,1.70915e+006,3.77369,71,3,False,
594,104.893,4.45457e+006,3.44011,72,13,True,
595,188.629,2.4771e+006,4.86734,72,4,False,
596,236.786,1.97332e+006,2.58779,73,4,False,
597,1903.83,245428,3.34309,73,2,False,
599,72.4986,6.44499e+006,2.20571,73,2,False,
600,141.413,3.30417e+006,3.99562,73,28,True,
601,251.354,1.85894e+006,2.80791,74,4,False,
602,603.108,774742,2.67508,74,2,False,
604,830.935,562322,2.26426,74,2,False,
609,578.269,808019,3.51245,75,3,False,
610,127.803,3.65604e+006,5.68786,75,45,True,
611,881.624,529991,4.06873,75,2,False,
612,148.363,3.14939e+006,4.54392,75,44,True,
613,53.9262,8.66466e+006,2.55785,76,2,False,
615,225.407,2.07293e+006,2.55926,76,2,False,
620,262.235,1.78181e+006,4.24488,76,5,False,
621,56.4721,8.27405e+006,4.3958,77,10,True,
622,1548.13,301818,2.71693,77,2,False,
624,190.541,2.45224e+006,2.62811,77,4,False,
626,628.588,743337,4.3577,77,2,False,
627,34.7061,1.34631e+007,3.01227,78,3,False,
628,47.4421,9.84892e+006,2.57791,78,3,False,
629,125.973,3.70915e+006,3.08327,78,6,True,
630,3235.6,144410,3.25699,78,2,False,
632,91.8229,5.08863e+006,3.27246,78,5,True,
634,50.0326,9.33896e+006,3.27336,79,4,False,
635,142.849,3.27096e+006,3.90438,79,17,True,
636,69.7104,6.70277e+006,3.35738,79,6,True,
637,76.293,6.12445e+006,4.77739,79,6,True,
638,264.901,1.76388e+006,4.63396,79,3,False,
639,151.931,3.07543e+006,4.78474,41,36,True,
645,259.178,1.80283e+006,3.14955,80,2,False,
646,1170.24,399278,3.63648,80,2,False,
648,210.685,2.21778e+006,3.2157,71,7,False,
649,108.063,4.32391e+006,3.34295,81,23,True,
651,47.5046,9.83595e+006,2.67215,81,3,False,
652,45.3955,1.02929e+007,2.98222,81,2,False,
653,158.909,2.94039e+006,3.76722,81,37,True,
654,472.923,988010,3.81836,81,2,False,
655,244.474,1.91126e+006,2.56676,82,3,False,
659,90.1044,5.18568e+006,3.79196,82,13,True,
660,243.142,1.92173e+006,2.53208,83,2,False,
665,177.836,2.62744e+006,4.44687,83,15,True,
666,168.003,2.78121e+006,2.64315,84,3,False,
669,38.7891,1.2046e+007,4.24947,84,4,False,
672,213.331,2.19027e+006,3.05056,85,4,False,
674,85.0554,5.49351e+006,3.46719,85,2,False,
675,160.756,2.9066e+006,5.47429,85,38,True,
678,164.575,2.83915e+006,2.49515,86,2,False,
679,308.201,1.51606e+006,3.66522,86,3,False,
680,200.525,2.33015e+006,3.65127,86,2,False,
683,133.919,3.48908e+006,2.72773,87,2,False,
684,243.922,1.91558e+006,3.03182,87,2,False,
685,161.085,2.90066e+006,4.51889,87,8,True,
687,57.6518,8.10474e+006,3.20138,88,5,True,
689,192.186,2.43125e+006,3.4542,88,3,False,
690,215.605,2.16717e+006,4.66663,84,2,False,
691,125.818,3.71372e+006,4.81573,62,22,True,
692,56.3786,8.28777e+006,2.84465,89,2,False,
694,173.826,2.68805e+006,4.02511,89,12,True,
695,256.202,1.82377e+006,2.60748,89,2,False,
696,169.374,2.75871e+006,3.02918,89,2,False,
699,182.728,2.55709e+006,2.76518,90,2,False,
700,433.602,1.07761e+006,2.89432,90,2,False,
701,93.5019,4.99726e+006,2.65541,91,4,False,
702,65.0166,7.18667e+006,3.59726,91,3,False,
704,394.017,1.18587e+006,3.03533,91,3,False,
707,133.722,3.4942e+006,5.6414,91,48,True,
709,122.231,3.82269e+006,3.63026,91,9,True,
710,121.758,3.83755e+006,4.20024,91,12,True,
712,148.529,3.14588e+006,3.4848,92,5,False,
713,204.582,2.28394e+006,3.93616,92,4,False,
714,265.792,1.75797e+006,5.14958,99,3,False,
718,189.061,2.47144e+006,2.9949,94,10,True,
719,106.141,4.40221e+006,3.2094,94,19,True,
724,80.3811,5.81297e+006,2.78452,95,2,False,
727,125.117,3.73453e+006,4.48829,95,2,False,
729,352.013,1.32737e+006,2.33028,96,2,False,
730,166.696,2.80302e+006,2.41692,96,2,False,
731,87.1918,5.35891e+006,3.23869,96,10,True,
732,17.2906,2.70235e+007,2.70968,96,2,False,
741,86.3317,5.4123e+006,3.36666,98,2,False,
742,79.828,5.85324e+006,2.97199,98,2,False,
743,118.817,3.93253e+006,3.26026,101,6,True,
744,128.846,3.62646e+006,3.79135,98,8,True,
746,80.1561,5.82929e+006,3.50639,99,18,True,
747,88899.3,5255.98,2.45836,99,2,False,
751,46.2601,1.01005e+007,3.24545,100,6,True,
753,101.137,4.61999e+006,4.22095,100,3,False,
754,201.123,2.32322e+006,3.14537,101,3,False,
757,389.182,1.2006e+006,5.09502,121,2,False,
758,88.2125,5.2969e+006,2.84828,102,7,True,
761,426.406,1.09579e+006,2.73011,102,2,False,
762,148.569,3.14501e+006,4.18281,102,6,False,
763,110.624,4.22381e+006,4.63922,102,32,True,
764,207.272,2.2543e+006,5.52239,97,2,False,
765,211.685,2.2073e+006,5.60074,92,5,False,
766,382.958,1.22012e+006,2.54648,103,2,False,
769,84.2782,5.54417e+006,4.57431,103,15,True,
770,146.374,3.19219e+006,4.83742,103,23,True,
771,151.408,3.08604e+006,5.22044,103,50,True,
773,131.624,3.5499e+006,3.67841,104,11,True,
774,486.868,959711,2.86287,104,3,False,
776,56.084,8.33131e+006,4.3142,104,5,True,
778,156.591,2.9839e+006,4.36747,104,2,False,
779,81.9418,5.70225e+006,3.92638,104,6,True,
781,82.628,5.6549e+006,4.24503,105,2,False,
782,101.893,4.58573e+006,2.67885,105,2,False,
783,355.949,1.3127e+006,2.55587,105,5,False,
784,84.2888,5.54348e+006,3.28401,105,3,False,
785,143.835,3.24853e+006,4.71947,105,15,True,
787,157.055,2.9751e+006,3.07234,106,4,False,
788,196.357,2.37961e+006,2.44421,106,2,False,
790,331.212,1.41074e+006,3.34802,107,3,False,
791,54.1763,8.62468e+006,2.64142,107,3,False,
792,1131.83,412831,2.88519,107,2,False,
794,160.473,2.91171e+006,3.51878,124,2,False,
795,90.475,5.16444e+006,5.73424,107,21,True,
796,61.6309,7.58146e+006,3.81956,98,3,False,
797,175.131,2.66802e+006,4.37757,108,16,True,
800,286.093,1.63322e+006,2.69787,108,3,False,
804,87.8473,5.31892e+006,4.10771,109,15,True,
805,48.2405,9.6859e+006,2.9153,109,2,False,
806,107.026,4.36579e+006,5.52004,109,11,True,
807,93.5336,4.99556e+006,4.38111,109,6,True,
808,187.67,2.48976e+006,5.53789,109,21,True,
809,51.8745,9.00736e+006,2.94261,110,2,False,
812,250.8,1.86305e+006,3.43479,110,2,False,
813,105.054,4.44775e+006,4.26035,110,2,False,
814,101.996,4.58108e+006,2.56676,111,3,False,
816,195.112,2.39479e+006,3.00507,112,4,False,
817,291.685,1.60191e+006,2.53208,112,2,False,
818,62.1472,7.51849e+006,3.22341,112,2,False,
822,206.472,2.26304e+006,3.25488,112,2,False,
823,113.273,4.125e+006,3.77202,112,8,True,
825,76.3268,6.12174e+006,3.49808,113,18,True,
826,174.97,2.67047e+006,3.44687,113,3,False,
827,126.415,3.69619e+006,5.24606,113,64,True,
828,147.834,3.16066e+006,3.92892,114,8,True,
829,123.272,3.79042e+006,2.93002,114,2,False,
830,64.3526,7.26082e+006,3.2073,114,3,False,
831,1045.22,447038,2.62349,114,2,False,
832,144.424,3.23528e+006,2.97363,115,8,True,
833,77.8943,5.99855e+006,3.72958,115,10,True,
834,165.058,2.83085e+006,3.50619,115,14,True,
837,53.651,8.70912e+006,4.07681,116,6,True,
839,42.0875,1.11019e+007,2.80128,117,4,False,
842,155.008,3.01437e+006,2.88757,118,3,False,
843,162.987,2.86681e+006,2.88485,118,3,False,
844,120.793,3.8682e+006,2.6855,118,3,False,
846,939.419,497385,3.8606,118,3,False,
849,56.5875,8.25717e+006,3.06403,119,5,True,
850,132.984,3.51361e+006,4.16791,119,20,True,
854,54.3826,8.59195e+006,2.38215,121,2,False,
857,134.773,3.46697e+006,3.59708,121,11,True,
859,66.6545,7.01008e+006,3.22921,122,4,False,
861,76.3459,6.12021e+006,4.32081,122,9,True,
862,100.242,4.66123e+006,3.52184,122,12,True,
864,62.7273,7.44896e+006,3.34951,123,4,False,
866,199.101,2.34682e+006,2.99854,123,5,False,
867,52.5116,8.89809e+006,2.15837,123,2,False,
868,87.5704,5.33574e+006,4.21044,123,2,False,
870,102.868,4.54227e+006,4.96272,101,20,True,
872,176.025,2.65447e+006,3.62026,124,15,True,
875,74.0792,6.30747e+006,3.17313,124,12,True,
876,108.68,4.29934e+006,3.73052,124,12,True,
877,68.9427,6.77741e+006,4.76613,124,10,True,
878,107.101,4.36271e+006,3.76368,125,9,True,
879,107.21,4.35828e+006,3.71845,125,15,True,
882,372.089,1.25576e+006,3.89693,160,2,False,
883,3553.11,131505,3.46795,130,3,False,
884,120.013,3.89335e+006,3.77587,126,5,False,
885,88.7078,5.26732e+006,2.49364,128,2,False,
887,69.0222,6.76961e+006,3.24994,126,4,False,
888,44.2951,1.05486e+007,4.3271,128,2,False,
890,196.367,2.37949e+006,4.10911,107,17,True,
891,147.825,3.16086e+006,2.58251,127,3,False,
892,119.271,3.91757e+006,3.56242,127,8,True,
897,111.477,4.19147e+006,4.72687,127,36,True,
898,141.185,3.30952e+006,4.30757,128,30,True,
902,144.548,3.23252e+006,2.96261,129,9,True,
903,63.2407,7.38848e+006,3.05134,129,5,True,
904,722.271,646922,2.66624,129,2,False,
907,149.632,3.12269e+006,5.16773,129,22,True,
908,150.519,3.10428e+006,2.77603,130,4,False,
909,135.941,3.43718e+006,3.00163,130,10,True,
911,78.5656,5.94729e+006,3.73089,126,2,False,
912,91.0436,5.13219e+006,2.33911,126,2,False,
916,35.3957,1.32008e+007,2.78226,132,2,False,
920,5117.29,91308.6,2.43945,132,2,False,
921,105.001,4.44997e+006,3.34151,132,11,True,
923,184.501,2.53252e+006,3.56501,132,4,False,
925,55.3119,8.44759e+006,4.31963,132,7,True,
929,156.538,2.98491e+006,2.78264,133,3,False,
930,383.996,1.21682e+006,3.36319,126,4,False,
934,243.92,1.9156e+006,3.02209,134,2,False,
937,112.219,4.16376e+006,3.49107,135,9,True,
941,150.245,3.10994e+006,5.00513,141,2,False,
942,162.739,2.87118e+006,3.1987,135,10,True,
946,352.409,1.32588e+006,3.38351,136,2,False,
949,137.01,3.41034e+006,3.15361,137,5,False,
951,70.546,6.62338e+006,3.26793,137,3,False,
953,134.253,3.48038e+006,3.57254,137,7,True,
